,Commodity,price,price_units,price_info,Year,price_desc
504,Scandium,43.0,dg,Cmpds_Acetate,2021,"Price, yearend: Compounds, dollars per gram: Acetate, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
505,Scandium,124.0,dg,Cmpds_Chloride,2017,"Price, yearend: Compounds, dollars per gram: Chloride, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
506,Scandium,125.0,dg,Cmpds_Chloride,2018,"Price, yearend: Compounds, dollars per gram: Chloride, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
507,Scandium,129.0,dg,Cmpds_Chloride,2019,"Price, yearend: Compounds, dollars per gram: Chloride, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
508,Scandium,133.0,dg,Cmpds_Chloride,2020,"Price, yearend: Compounds, dollars per gram: Chloride, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
509,Scandium,137.0,dg,Cmpds_Chloride,2021,"Price, yearend: Compounds, dollars per gram: Chloride, 99.9% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
510,Scandium,277.0,dg,Cmpds_Fluoride,2017,"Price, yearend: Compounds, dollars per gram: Fluoride, 99.9% purity, 1- to 5-gram lot size. Source: Sigma-Aldrich, a part of MilliporeSigma. Data are estimated for the most recent year."
511,Scandium,206.0,dg,Cmpds_Fluoride,2018,"Price, yearend: Compounds, dollars per gram: Fluoride, 99.9% purity, 1- to 5-gram lot size. Source: Sigma-Aldrich, a part of MilliporeSigma. Data are estimated for the most recent year."
512,Scandium,209.0,dg,Cmpds_Fluoride,2019,"Price, yearend: Compounds, dollars per gram: Fluoride, 99.9% purity, 1- to 5-gram lot size. Source: Sigma-Aldrich, a part of MilliporeSigma. Data are estimated for the most recent year."
513,Scandium,214.0,dg,Cmpds_Fluoride,2020,"Price, yearend: Compounds, dollars per gram: Fluoride, 99.9% purity, 1- to 5-gram lot size. Source: Sigma-Aldrich, a part of MilliporeSigma. Data are estimated for the most recent year."
514,Scandium,216.0,dg,Cmpds_Fluoride,2021,"Price, yearend: Compounds, dollars per gram: Fluoride, 99.9% purity, 1- to 5-gram lot size. Source: Sigma-Aldrich, a part of MilliporeSigma. Data are estimated for the most recent year."
515,Scandium,183.0,dg,Cmpds_Iodide,2017,"Price, yearend: Compounds, dollars per gram: Iodide, 99.999% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
516,Scandium,165.0,dg,Cmpds_Iodide,2018,"Price, yearend: Compounds, dollars per gram: Iodide, 99.999% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
517,Scandium,157.0,dg,Cmpds_Iodide,2019,"Price, yearend: Compounds, dollars per gram: Iodide, 99.999% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
518,Scandium,161.0,dg,Cmpds_Iodide,2020,"Price, yearend: Compounds, dollars per gram: Iodide, 99.999% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
519,Scandium,161.0,dg,Cmpds_Iodide,2021,"Price, yearend: Compounds, dollars per gram: Iodide, 99.999% purity, 5-gram lot size. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
520,Scandium,4.6,dg,Cmpds_Oxide,2017,"Price, yearend: Compounds, dollars per gram: Oxide, 99.99% purity, 5-kilogram lot size. Source: Stanford Materials Corp. Data are estimated for the most recent year."
521,Scandium,4.6,dg,Cmpds_Oxide,2018,"Price, yearend: Compounds, dollars per gram: Oxide, 99.99% purity, 5-kilogram lot size. Source: Stanford Materials Corp. Data are estimated for the most recent year."
522,Scandium,3.9,dg,Cmpds_Oxide,2019,"Price, yearend: Compounds, dollars per gram: Oxide, 99.99% purity, 5-kilogram lot size. Source: Stanford Materials Corp. Data are estimated for the most recent year."
523,Scandium,3.8,dg,Cmpds_Oxide,2020,"Price, yearend: Compounds, dollars per gram: Oxide, 99.99% purity, 5-kilogram lot size. Source: Stanford Materials Corp. Data are estimated for the most recent year."
524,Scandium,2.2,dg,Cmpds_Oxide,2021,"Price, yearend: Compounds, dollars per gram: Oxide, 99.99% purity, 5-kilogram lot size. Source: Stanford Materials Corp. Data are estimated for the most recent year."
525,Scandium,226.0,dg,Mtl_Dendritic,2017,"Price, yearend: Metal: Scandium, distilled dendritic, 2-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
526,Scandium,226.0,dg,Mtl_Dendritic,2018,"Price, yearend: Metal: Scandium, distilled dendritic, 2-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
527,Scandium,233.0,dg,Mtl_Dendritic,2019,"Price, yearend: Metal: Scandium, distilled dendritic, 2-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
528,Scandium,233.0,dg,Mtl_Dendritic,2020,"Price, yearend: Metal: Scandium, distilled dendritic, 2-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
529,Scandium,238.0,dg,Mtl_Dendritic,2021,"Price, yearend: Metal: Scandium, distilled dendritic, 2-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
530,Scandium,132.0,dg,Mtl_Ingot,2017,"Price, yearend: Metal: Scandium, ingot, 5-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
531,Scandium,132.0,dg,Mtl_Ingot,2018,"Price, yearend: Metal: Scandium, ingot, 5-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
532,Scandium,134.0,dg,Mtl_Ingot,2019,"Price, yearend: Metal: Scandium, ingot, 5-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
533,Scandium,134.0,dg,Mtl_Ingot,2020,"Price, yearend: Metal: Scandium, ingot, 5-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
534,Scandium,137.0,dg,Mtl_Ingot,2021,"Price, yearend: Metal: Scandium, ingot, 5-gram lot size, dollars per gram. Source: Alfa Aesar, a part of Thermo Fisher Scientific Inc. Data are estimated for the most recent year."
535,Scandium,350.0,dkg,Mtl_Alloy,2017,"Price, yearend: Metal: Scandium-aluminum alloy, 1-kilogram lot size, dollars per kilogram. Source: Stanford Materials Corp. Data are estimated for the most recent year."
536,Scandium,360.0,dkg,Mtl_Alloy,2018,"Price, yearend: Metal: Scandium-aluminum alloy, 1-kilogram lot size, dollars per kilogram. Source: Stanford Materials Corp. Data are estimated for the most recent year."
537,Scandium,300.0,dkg,Mtl_Alloy,2019,"Price, yearend: Metal: Scandium-aluminum alloy, 1-kilogram lot size, dollars per kilogram. Source: Stanford Materials Corp. Data are estimated for the most recent year."
538,Scandium,340.0,dkg,Mtl_Alloy,2020,"Price, yearend: Metal: Scandium-aluminum alloy, 1-kilogram lot size, dollars per kilogram. Source: Stanford Materials Corp. Data are estimated for the most recent year."
539,Scandium,350.0,dkg,Mtl_Alloy,2021,"Price, yearend: Metal: Scandium-aluminum alloy, 1-kilogram lot size, dollars per kilogram. Source: Stanford Materials Corp. Data are estimated for the most recent year."
540,Selenium,15.55,dlb,,2017,"Price: Average, dollars per pound. Selenium metal powder, free on board, U.S. warehouse, minimum 99.5% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
541,Selenium,16.85,dlb,,2018,"Price: Average, dollars per pound. Selenium metal powder, free on board, U.S. warehouse, minimum 99.5% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
542,Selenium,9.15,dlb,,2019,"Price: Average, dollars per pound. Selenium metal powder, free on board, U.S. warehouse, minimum 99.5% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
543,Selenium,6.61,dlb,,2020,"Price: Average, dollars per pound. Selenium metal powder, free on board, U.S. warehouse, minimum 99.5% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
544,Selenium,8.0,dlb,,2021,"Price: Average, dollars per pound. Selenium metal powder, free on board, U.S. warehouse, minimum 99.5% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
545,Silver,17.08,dtoz,Bullion,2017,"Price: Bullion, average, dollars per troy ounce. Engelhard’s industrial bullion quotations. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
546,Silver,15.73,dtoz,Bullion,2018,"Price: Bullion, average, dollars per troy ounce. Engelhard’s industrial bullion quotations. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
547,Silver,16.24,dtoz,Bullion,2019,"Price: Bullion, average, dollars per troy ounce. Engelhard’s industrial bullion quotations. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
548,Silver,20.58,dtoz,Bullion,2020,"Price: Bullion, average, dollars per troy ounce. Engelhard’s industrial bullion quotations. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
549,Silver,25.0,dtoz,Bullion,2021,"Price: Bullion, average, dollars per troy ounce. Engelhard’s industrial bullion quotations. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
550,Silicon,94.47,ctslb,FeSi2_50,2017,"Price, average, cents per pound of silicon: Ferrosilicon, 50% Si. Source: CRU Group, transaction prices based on weekly averages."
551,Silicon,104.24,ctslb,FeSi2_50,2018,"Price, average, cents per pound of silicon: Ferrosilicon, 50% Si. Source: CRU Group, transaction prices based on weekly averages."
552,Silicon,102.35,ctslb,FeSi2_50,2019,"Price, average, cents per pound of silicon: Ferrosilicon, 50% Si. Source: CRU Group, transaction prices based on weekly averages."
553,Silicon,103.38,ctslb,FeSi2_50,2020,"Price, average, cents per pound of silicon: Ferrosilicon, 50% Si. Source: CRU Group, transaction prices based on weekly averages."
554,Silicon,110.0,ctslb,FeSi2_50,2021,"Price, average, cents per pound of silicon: Ferrosilicon, 50% Si. Source: CRU Group, transaction prices based on weekly averages."
555,Silicon,86.88,ctslb,FeSi2_75,2017,"Price, average, cents per pound of silicon: Ferrosilicon, 75% Si. Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
556,Silicon,107.58,ctslb,FeSi2_75,2018,"Price, average, cents per pound of silicon: Ferrosilicon, 75% Si. Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
557,Silicon,89.15,ctslb,FeSi2_75,2019,"Price, average, cents per pound of silicon: Ferrosilicon, 75% Si. Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
558,Silicon,87.4,ctslb,FeSi2_75,2020,"Price, average, cents per pound of silicon: Ferrosilicon, 75% Si. Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
559,Silicon,140.0,ctslb,FeSi2_75,2021,"Price, average, cents per pound of silicon: Ferrosilicon, 75% Si. Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
560,Silicon,116.56,ctslb,Si,2017,"Price, average, cents per pound of silicon: Silicon metal, metallurgical grade. 5Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
561,Silicon,134.15,ctslb,Si,2018,"Price, average, cents per pound of silicon: Silicon metal, metallurgical grade. 5Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
562,Silicon,105.7,ctslb,Si,2019,"Price, average, cents per pound of silicon: Silicon metal, metallurgical grade. 5Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
563,Silicon,96.84,ctslb,Si,2020,"Price, average, cents per pound of silicon: Silicon metal, metallurgical grade. 5Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
564,Silicon,140.0,ctslb,Si,2021,"Price, average, cents per pound of silicon: Silicon metal, metallurgical grade. 5Source: S&P Global Platts Metals Week, mean import prices based on monthly averages."
565,Soda Ash,146.26,dt,,2017,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per metric ton. Data are estimated for the most recent year."
566,Soda Ash,148.69,dt,,2018,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per metric ton. Data are estimated for the most recent year."
567,Soda Ash,153.24,dt,,2019,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per metric ton. Data are estimated for the most recent year."
568,Soda Ash,145.67,dt,,2020,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per metric ton. Data are estimated for the most recent year."
569,Soda Ash,155.0,dt,,2021,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per metric ton. Data are estimated for the most recent year."
570,Soda Ash,132.68,dst,,2017,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per short ton. Data are estimated for the most recent year."
571,Soda Ash,134.89,dst,,2018,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per short ton. Data are estimated for the most recent year."
572,Soda Ash,139.02,dst,,2019,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per short ton. Data are estimated for the most recent year."
573,Soda Ash,132.15,dst,,2020,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per short ton. Data are estimated for the most recent year."
574,Soda Ash,141.0,dst,,2021,"Price, average sales value (natural source), free on board (f.o.b.) mine or plant: Dollars per short ton. Data are estimated for the most recent year."
575,Stone (Crushed),11.36,dt,Average,2017,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
576,Stone (Crushed),11.64,dt,Average,2018,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
577,Stone (Crushed),11.96,dt,Average,2019,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
578,Stone (Crushed),12.22,dt,Average,2020,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
579,Stone (Crushed),13.0,dt,Average,2021,"Price: Average value, dollars per metric ton. Data are estimated for the most recent year."
580,Stone (Dimension),,,Average,2017,"Price, dimension stone."
581,Stone (Dimension),,,Average,2018,"Price, dimension stone."
582,Stone (Dimension),,,Average,2019,"Price, dimension stone."
583,Stone (Dimension),,,Average,2020,"Price, dimension stone."
584,Stone (Dimension),,,Average,2021,"Price, dimension stone."
585,Stone (Dimension),,,Granite,2017,Granite only: Price
586,Stone (Dimension),,,Granite,2018,Granite only: Price
587,Stone (Dimension),,,Granite,2019,Granite only: Price
588,Stone (Dimension),,,Granite,2020,Granite only: Price
589,Stone (Dimension),,,Granite,2021,Granite only: Price
590,Strontium,74,dt,,2017,"Price: Average value of celestite imports at port of exportation, dollars per ton. Data are estimated for the most recent year."
591,Strontium,78,dt,,2018,"Price: Average value of celestite imports at port of exportation, dollars per ton. Data are estimated for the most recent year."
592,Strontium,82,dt,,2019,"Price: Average value of celestite imports at port of exportation, dollars per ton. Data are estimated for the most recent year."
593,Strontium,90,dt,,2020,"Price: Average value of celestite imports at port of exportation, dollars per ton. Data are estimated for the most recent year."
594,Strontium,,dt,,2021,"Price: Average value of celestite imports at port of exportation, dollars per ton. Data are estimated for the most recent year."
595,Sulfur,46.4,dt,Sulfur,2017,"Price: Reported average value, free on board, mine and (or) plant, dollars per ton of elemental sulfur. Data are estimated for the most recent year."
596,Sulfur,81.2,dt,Sulfur,2018,"Price: Reported average value, free on board, mine and (or) plant, dollars per ton of elemental sulfur. Data are estimated for the most recent year."
597,Sulfur,51.1,dt,Sulfur,2019,"Price: Reported average value, free on board, mine and (or) plant, dollars per ton of elemental sulfur. Data are estimated for the most recent year."
598,Sulfur,24.4,dt,Sulfur,2020,"Price: Reported average value, free on board, mine and (or) plant, dollars per ton of elemental sulfur. Data are estimated for the most recent year."
599,Sulfur,90.0,dt,Sulfur,2021,"Price: Reported average value, free on board, mine and (or) plant, dollars per ton of elemental sulfur. Data are estimated for the most recent year."
600,Talc and Pyrophyllite ,214,dt,,2017,"Price: Average, milled, dollars per metric ton. Average ex-works unit value of milled talc sold by U.S. producers, based on data reported by companies. Data are estimated for the most recent year."
601,Talc and Pyrophyllite ,227,dt,,2018,"Price: Average, milled, dollars per metric ton. Average ex-works unit value of milled talc sold by U.S. producers, based on data reported by companies. Data are estimated for the most recent year."
602,Talc and Pyrophyllite ,240,dt,,2019,"Price: Average, milled, dollars per metric ton. Average ex-works unit value of milled talc sold by U.S. producers, based on data reported by companies. Data are estimated for the most recent year."
603,Talc and Pyrophyllite ,265,dt,,2020,"Price: Average, milled, dollars per metric ton. Average ex-works unit value of milled talc sold by U.S. producers, based on data reported by companies. Data are estimated for the most recent year."
604,Talc and Pyrophyllite ,270,dt,,2021,"Price: Average, milled, dollars per metric ton. Average ex-works unit value of milled talc sold by U.S. producers, based on data reported by companies. Data are estimated for the most recent year."
605,Tantalum,193,dkg,Ta2O5,2017,"Price: Tantalite, dollars per kilogram of Ta2O5 content. Price is annual average price reported by CRU Group. The estimate for 2021 includes data available through October 2021."
606,Tantalum,214,dkg,Ta2O5,2018,"Price: Tantalite, dollars per kilogram of Ta2O5 content. Price is annual average price reported by CRU Group. The estimate for 2021 includes data available through October 2021."
607,Tantalum,161,dkg,Ta2O5,2019,"Price: Tantalite, dollars per kilogram of Ta2O5 content. Price is annual average price reported by CRU Group. The estimate for 2021 includes data available through October 2021."
608,Tantalum,158,dkg,Ta2O5,2020,"Price: Tantalite, dollars per kilogram of Ta2O5 content. Price is annual average price reported by CRU Group. The estimate for 2021 includes data available through October 2021."
609,Tantalum,158,dkg,Ta2O5,2021,"Price: Tantalite, dollars per kilogram of Ta2O5 content. Price is annual average price reported by CRU Group. The estimate for 2021 includes data available through October 2021."
610,Tellurium,38,dkg,,2017,"Price, dollars per kilogram. Average annual price for 99.95% tellurium, in warehouse, Rotterdam. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
611,Tellurium,74,dkg,,2018,"Price, dollars per kilogram. Average annual price for 99.95% tellurium, in warehouse, Rotterdam. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
612,Tellurium,60,dkg,,2019,"Price, dollars per kilogram. Average annual price for 99.95% tellurium, in warehouse, Rotterdam. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
613,Tellurium,56,dkg,,2020,"Price, dollars per kilogram. Average annual price for 99.95% tellurium, in warehouse, Rotterdam. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
614,Tellurium,68,dkg,,2021,"Price, dollars per kilogram. Average annual price for 99.95% tellurium, in warehouse, Rotterdam. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
615,Thallium,nan,dkg,Metal,2017,Estimated price of 99.99%-pure granules in 100-gram lots.
616,Thallium,nan,dkg,Metal,2018,Estimated price of 99.99%-pure granules in 100-gram lots.
617,Thallium,7600.0,dkg,Metal,2019,Estimated price of 99.99%-pure granules in 100-gram lots.
618,Thallium,8200.0,dkg,Metal,2020,Estimated price of 99.99%-pure granules in 100-gram lots.
619,Thallium,8400.0,dkg,Metal,2021,Estimated price of 99.99%-pure granules in 100-gram lots.
620,Thorium,73.0,kg,,2017,"Price: Average value, compounds, India, dollars per kilogram. Calculated from U.S. Census Bureau import data. Data are estimated for the most recent year."
621,Thorium,72.0,kg,,2018,"Price: Average value, compounds, India, dollars per kilogram. Calculated from U.S. Census Bureau import data. Data are estimated for the most recent year."
622,Thorium,72.0,kg,,2019,"Price: Average value, compounds, India, dollars per kilogram. Calculated from U.S. Census Bureau import data. Data are estimated for the most recent year."
623,Thorium,nan,kg,,2020,"Price: Average value, compounds, India, dollars per kilogram. Calculated from U.S. Census Bureau import data. Data are estimated for the most recent year."
624,Thorium,nan,kg,,2021,"Price: Average value, compounds, India, dollars per kilogram. Calculated from U.S. Census Bureau import data. Data are estimated for the most recent year."
625,Titanium Mineral Concentrates,740,dt,Rutile,2017,"Price, dollars per metric ton: Rutile, bulk, minimum 95% TiO2, free on board (f.o.b.) Australia. Source: Fast Markets IM; average of yearend price. Data are estimated for the most recent year."
626,Titanium Mineral Concentrates,1025,dt,Rutile,2018,"Price, dollars per metric ton: Rutile, bulk, minimum 95% TiO2, free on board (f.o.b.) Australia. Source: Fast Markets IM; average of yearend price. Data are estimated for the most recent year."
627,Titanium Mineral Concentrates,1125,dt,Rutile,2019,"Price, dollars per metric ton: Rutile, bulk, minimum 95% TiO2, free on board (f.o.b.) Australia. Source: Fast Markets IM; average of yearend price. Data are estimated for the most recent year."
628,Titanium Mineral Concentrates,1175,dt,Rutile,2020,"Price, dollars per metric ton: Rutile, bulk, minimum 95% TiO2, free on board (f.o.b.) Australia. Source: Fast Markets IM; average of yearend price. Data are estimated for the most recent year."
629,Titanium Mineral Concentrates,1500,dt,Rutile,2021,"Price, dollars per metric ton: Rutile, bulk, minimum 95% TiO2, free on board (f.o.b.) Australia. Source: Fast Markets IM; average of yearend price. Data are estimated for the most recent year."
630,Titanium Mineral Concentrates,393,dt,Ilmente_Leucoxene,2017,"Price, dollars per metric ton: Ilmenite and leucoxene, bulk, f.o.b. Australia. Zen Innovations AG, Global Trade Tracker. Data are estimated for the most recent year."
631,Titanium Mineral Concentrates,420,dt,Ilmente_Leucoxene,2018,"Price, dollars per metric ton: Ilmenite and leucoxene, bulk, f.o.b. Australia. Zen Innovations AG, Global Trade Tracker. Data are estimated for the most recent year."
632,Titanium Mineral Concentrates,504,dt,Ilmente_Leucoxene,2019,"Price, dollars per metric ton: Ilmenite and leucoxene, bulk, f.o.b. Australia. Zen Innovations AG, Global Trade Tracker. Data are estimated for the most recent year."
633,Titanium Mineral Concentrates,460,dt,Ilmente_Leucoxene,2020,"Price, dollars per metric ton: Ilmenite and leucoxene, bulk, f.o.b. Australia. Zen Innovations AG, Global Trade Tracker. Data are estimated for the most recent year."
634,Titanium Mineral Concentrates,640,dt,Ilmente_Leucoxene,2021,"Price, dollars per metric ton: Ilmenite and leucoxene, bulk, f.o.b. Australia. Zen Innovations AG, Global Trade Tracker. Data are estimated for the most recent year."
635,Titanium Mineral Concentrates,173,dt,Ilmenite,2017,"Price, dollars per metric ton: Ilmenite, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
636,Titanium Mineral Concentrates,219,dt,Ilmenite,2018,"Price, dollars per metric ton: Ilmenite, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
637,Titanium Mineral Concentrates,186,dt,Ilmenite,2019,"Price, dollars per metric ton: Ilmenite, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
638,Titanium Mineral Concentrates,215,dt,Ilmenite,2020,"Price, dollars per metric ton: Ilmenite, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
639,Titanium Mineral Concentrates,240,dt,Ilmenite,2021,"Price, dollars per metric ton: Ilmenite, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
640,Titanium Mineral Concentrates,664,dt,Slag,2017,"Price, dollars per metric ton: Slag, 80%–95% TiO2, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
641,Titanium Mineral Concentrates,738,dt,Slag,2018,"Price, dollars per metric ton: Slag, 80%–95% TiO2, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
642,Titanium Mineral Concentrates,792,dt,Slag,2019,"Price, dollars per metric ton: Slag, 80%–95% TiO2, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
643,Titanium Mineral Concentrates,757,dt,Slag,2020,"Price, dollars per metric ton: Slag, 80%–95% TiO2, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
644,Titanium Mineral Concentrates,750,dt,Slag,2021,"Price, dollars per metric ton: Slag, 80%–95% TiO2, average value of imports. Landed duty-paid unit value based on U.S. imports for consumption. Source: U.S. Census Bureau. Data are estimated for the most recent year."
645,Tin,937,ctslb,NY,2017,"Price: Average, cents per pound: New York dealer. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
646,Tin,936,ctslb,NY,2018,"Price: Average, cents per pound: New York dealer. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
647,Tin,868,ctslb,NY,2019,"Price: Average, cents per pound: New York dealer. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
648,Tin,799,ctslb,NY,2020,"Price: Average, cents per pound: New York dealer. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
649,Tin,1600,ctslb,NY,2021,"Price: Average, cents per pound: New York dealer. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
650,Tin,911,ctslb,LME,2017,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
651,Tin,914,ctslb,LME,2018,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
652,Tin,846,ctslb,LME,2019,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
653,Tin,777,ctslb,LME,2020,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
654,Tin,1500,ctslb,LME,2021,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
655,Titanium and Titanium Dioxide,10.4,dkg,Sponge,2017,"Titanium sponge metal: Price, dollars per kilogram. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
656,Titanium and Titanium Dioxide,10.7,dkg,Sponge,2018,"Titanium sponge metal: Price, dollars per kilogram. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
657,Titanium and Titanium Dioxide,11.8,dkg,Sponge,2019,"Titanium sponge metal: Price, dollars per kilogram. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
658,Titanium and Titanium Dioxide,11.7,dkg,Sponge,2020,"Titanium sponge metal: Price, dollars per kilogram. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
659,Titanium and Titanium Dioxide,11.7,dkg,Sponge,2021,"Titanium sponge metal: Price, dollars per kilogram. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
660,Titanium and Titanium Dioxide,2570.0,dt,Dioxide,2017,"Titanium dioxide pigment: Price, dollars per metric ton. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
661,Titanium and Titanium Dioxide,2730.0,dt,Dioxide,2018,"Titanium dioxide pigment: Price, dollars per metric ton. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
662,Titanium and Titanium Dioxide,2750.0,dt,Dioxide,2019,"Titanium dioxide pigment: Price, dollars per metric ton. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
663,Titanium and Titanium Dioxide,2710.0,dt,Dioxide,2020,"Titanium dioxide pigment: Price, dollars per metric ton. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
